index_id,category,auction_id,date,location,original_currency,total_sale,nooflots,lot,title,descr,measures,min_estimated,max_estimated,realized
34,Antiquities,19876,8 December 2021,London,GBP,6407750,152,44,AN ETRUSCAN FRAGMENTARY TERRACOTTA GORGONEION ANTEFIX,CIRCA 5TH CENTURY B.C.,11 in. (28 cm.) high,4000,6000,2125
35,Antiquities,19876,8 December 2021,London,GBP,6407750,152,46,AN ETRUSCAN TERRACOTTA HEAD OF A YOUTH,CIRCA 4TH CENTURY B.C.,7 in. (17.7 cm.) high,2000,3000,3750
36,Antiquities,19876,8 December 2021,London,GBP,6407750,152,47,AN ATTIC POTTERY FIGURAL OINOCHOE,CIRCA EARLY 5TH CENTURY B.C.,7 in. (18 cm.) high,4000,6000,6000
37,Antiquities,19876,8 December 2021,London,GBP,6407750,152,48,AN ATTIC POTTERY HERAKLES FIGURAL OINOCHOE,"ATTRIBUTED TO THE COOK CLASS, CIRCA 500-475 B.C.",5 3⁄4 in. (14.6 cm.) high,4000,6000,8125
38,Antiquities,19876,8 December 2021,London,GBP,6407750,152,49,AN ATTIC POTTERY FIGURAL OINOCHOE,"ATTRIBUTED TO THE COOK CLASS, CIRCA 500-475 B.C.",5 7⁄8 in. (15 cm.) high,3000,5000,2125
39,Antiquities,19876,8 December 2021,London,GBP,6407750,152,50,AN ATTIC BLACK-FIGURED AMPHORA,CIRCA LATE 6TH CENTURY B.C.,12 1⁄4 in. (31 cm.) high,8000,12000,27500
40,Antiquities,19876,8 December 2021,London,GBP,6407750,152,51,AN ATTIC BLACK-FIGURED MASTOID SKYPHOS,"CIRCLE OF THE HAIMON PAINTER, CIRCA EARLY 5TH CENTURY B.C.",4 1⁄4 in. (10.8 cm.) wide excl. handles,2000,3000,3000
41,Antiquities,19876,8 December 2021,London,GBP,6407750,152,52,AN ATTIC BLACK GLAZED KANTHAROS AND FEEDER FLASK,CIRCA 5TH-4TH CENTURY B.C.,2 13⁄16 in. (7.1 cm.) high max.,700,900,1375
42,Antiquities,19876,8 December 2021,London,GBP,6407750,152,53,AN ATTIC RED-FIGURED LEKYTHOS,"ATTRIBUTED TO THE BOWDOIN PAINTER, CIRCA 475 B.C.",9 3⁄4 in. (24.7 cm.) high,5000,8000,10625
43,Antiquities,19876,8 December 2021,London,GBP,6407750,152,54,AN ATTIC RED-FIGURED KYLIX,"ATTRIBUTED TO GROUP YZ, CIRCA 4TH CENTURY B.C.",10 3⁄8 in. (26.3 cm.) diam. excl. handles,6000,8000,8750
44,Antiquities,19876,8 December 2021,London,GBP,6407750,152,55,TWO APULIAN RED-FIGURED PLATES,CIRCA LATE 4TH CENTURY B.C.,11 1⁄8 in. (28.2 cm.) diam. max.,4000,6000,2750
45,Antiquities,19876,8 December 2021,London,GBP,6407750,152,56,TWO APULIAN GNATHIAN-WARE PROCHOI,CIRCA LATE 4TH CENTURY B.C.,8 in. (20.4 cm.) high,2000,3000,2000
46,Antiquities,19876,8 December 2021,London,GBP,6407750,152,57,TWO APULIAN GNATHIAN-WARE SKYPHOI,CIRCA 320-310 B.C.,4 1⁄2 in. (11.5 cm.) high max.,2500,3500,2000
47,Antiquities,19876,8 December 2021,London,GBP,6407750,152,58,AN APULIAN RED-FIGURED SQUAT LEKYTHOS,CIRCA MID 4TH CENTURY B.C.,5 5⁄8 in. (14.3 cm.) high,3000,5000,2500
48,Antiquities,19876,8 December 2021,London,GBP,6407750,152,59,A GREEK BLACK-GLAZED HYDRIA,"SOUTH ITALY, CIRCA LATE 4TH CENTURY B.C.",11 3⁄8 in. (28.9 cm.) high,2000,3000,2500
49,Antiquities,19876,8 December 2021,London,GBP,6407750,152,61,FOUR CANOSAN TERRACOTTA FEMALE FIGURES,"APULIA, CIRCA 3RD CENTURY B.C.",12 1⁄2 in. (31.7 cm.) high max,5000,7000,7500
50,Antiquities,19876,8 December 2021,London,GBP,6407750,152,62,FIVE CANOSAN TERRACOTTAS,"APULIA, CIRCA 3RD CENTURY B.C.",6 in. (15.3 cm.) high max.,1500,2500,750
51,Antiquities,19876,8 December 2021,London,GBP,6407750,152,63,A CANOSAN POTTERY FIGURAL OINOCHOE,"APULIA, CIRCA LATE 4TH-EARLY 3RD CENTURY B.C.",11 in. (28.1 cm.) high,2000,3000,1625
52,Antiquities,19876,8 December 2021,London,GBP,6407750,152,64,A PAIR OF CANOSAN TERRACOTTA HORSES,"APULIA, CIRCA 3RD CENTURY B.C.",12 1⁄2 in. (31.8 cm.) long,8000,12000,27500
53,Antiquities,19876,8 December 2021,London,GBP,6407750,152,66,A GREEK MARBLE HEAD OF A YOUTH,"LATE CLASSICAL TO EARLY HELLENISTIC PERIOD, CIRCA 4TH CENTURY B.C.",8 in. (20.4 cm.) high,5000,8000,8750
54,Antiquities,19876,8 December 2021,London,GBP,6407750,152,67,A GREEK MARBLE FUNERARY STELE OF AN ATHLETE,"THESSALIAN OR IONIAN, SEVERE STYLE, CIRCA 475-460 B.C.",40 3⁄4 in. (103.5 cm.) high,50000,80000,81250
55,Antiquities,19876,8 December 2021,London,GBP,6407750,152,69,A GREEK MARBLE FUNERARY LEKYTHOS,"CLASSICAL PERIOD, CIRCA 4TH CENTURY B.C.",37 in. (94 cm.) high,50000,80000,43750
56,Antiquities,19876,8 December 2021,London,GBP,6407750,152,71,A GREEK MARBLE FUNERARY STELE,"CLASSICAL PERIOD, CIRCA LATE 4TH CENTURY B.C.",44 1⁄2 in. (113 cm.) high,50000,80000,56250
57,Antiquities,19876,8 December 2021,London,GBP,6407750,152,72,A GREEK BRONZE HELMET OF CORINTHIAN TYPE,"ARCHAIC PERIOD, CIRCA MID-6TH CENTURY B.C.",8 in. (20 cm.) high,100000,150000,250000
58,Antiquities,19876,8 December 2021,London,GBP,6407750,152,73,A GREEK MARBLE RELIEF WITH QUADRIGA,"CLASSICAL PERIOD, CIRCA LATE 5TH CENTURY B.C.",35 1⁄2 in. (90 cm.) wide,10000,15000,47500
59,Antiquities,19876,8 December 2021,London,GBP,6407750,152,74,A GREEK MARBLE VOTIVE RELIEF,"LATE HELLENISTIC PERIOD, CIRCA 1ST CENTURY B.C.",16 in. (40.5 cm.) wide,5000,7000,1250
60,Antiquities,19876,8 December 2021,London,GBP,6407750,152,75,A GREEK MARBLE VOTIVE RELIEF WITH FUNERARY BANQUET,"HELLENISTIC PERIOD, CIRCA LATE 2ND-1ST CENTURY B.C.",15 1⁄2 in. (39.5 cm.) wide,8000,12000,6250
61,Antiquities,19876,8 December 2021,London,GBP,6407750,152,76,A GREEK MARBLE VOTIVE RELIEF WITH FUNERARY PROCESSION,"HELLENISTIC PERIOD, CIRCA 2ND-1ST CENTURY B.C.",14 1⁄2 in. (37 cm.) high,5000,8000,1875
62,Antiquities,19876,8 December 2021,London,GBP,6407750,152,77,A GREEK BRONZE MIRROR COVER,"LATE CLASSICAL TO EARLY HELLENISTIC PERIOD, CIRCA 350-300 B.C.",6 1⁄8 in. (15.5 cm.) diam.,25000,35000,50000
63,Antiquities,19876,8 December 2021,London,GBP,6407750,152,78,A ROMAN GILT BRONZE YOUNG ALEXANDER ON A HORSE,CIRCA 1ST CENTURY A.D.,4 in. (10.4 cm.) high,30000,40000,50000
64,Antiquities,19876,8 December 2021,London,GBP,6407750,152,79,A GREEK BRONZE ATHENA,CIRCA 4TH CENTURY B.C.,9 1⁄2 in. (24 cm.) high,15000,25000,40000
65,Antiquities,19876,8 December 2021,London,GBP,6407750,152,80,A ROMAN MARBLE ARCHAISTIC RELIEF PANEL,"NEO-ATTIC, CIRCA LATE 1ST CENTURY B.C.",35 1⁄2 in. (90 cm.) wide,80000,120000,112500
66,Antiquities,19876,8 December 2021,London,GBP,6407750,152,81,A GREEK MARBLE DOUBLE-SIDED STELE ANTHEMION,"CLASSICAL PERIOD, CIRCA 350-320 B.C.",41 in. (104 cm.) high,40000,60000,37500
67,Antiquities,19876,8 December 2021,London,GBP,6407750,152,82,TWO ROMAN MARBLE SARCOPHAGUS PANELS,CIRCA 2ND CENTURY A.D.,28 in. (71 cm.) wide max.,40000,60000,32500
68,Antiquities,19876,8 December 2021,London,GBP,6407750,152,83,A GREEK MARBLE FEMALE HEAD,"LATE CLASSICAL TO EARLY HELLENISTIC PERIOD, CIRCA 4TH CENTURY B.C.",8 1⁄8 in. (20.8 cm.) high,10000,15000,17500
69,Antiquities,19876,8 December 2021,London,GBP,6407750,152,84,A ROMAN MARBLE FRAGMENTARY RELIEF WITH VEILED FEMALE FIGURE,CIRCA 1ST-2ND CENTURY A.D.,10 1⁄4 in. (26 cm.) high,7000,9000,3000
70,Antiquities,19876,8 December 2021,London,GBP,6407750,152,85,A ROMAN MARBLE FRAGMENTARY FEMALE HEAD,"JULIO-CLAUDIAN PERIOD, CIRCA 1ST CENTURY A.D.",10 1⁄2 in. (26.5 cm.) high,12000,18000,23750
71,Antiquities,19876,8 December 2021,London,GBP,6407750,152,87,A ROMAN MARBLE SILENUS CARRYING A GOAT,CIRCA 2ND CENTURY A.D.,25 in. (63.5 cm.) high,40000,60000,32500
72,Antiquities,19876,8 December 2021,London,GBP,6407750,152,89,A ROMAN BRONZE PANTHEISTIC HARPOCRATES,CIRCA 1ST CENTURY A.D.,4 5⁄16 in. (10.9 cm.) high,5000,7000,5000
73,Antiquities,19876,8 December 2021,London,GBP,6407750,152,90,A GREEK BRONZE KYLIX AND OINOCHOE,CIRCA 4TH-2ND CENTURY B.C.,5 1⁄4 in.(13.3 cm.) high max.,5000,7000,2750
74,Antiquities,19876,8 December 2021,London,GBP,6407750,152,91,A ROMAN MARBLE LARARIUM,CIRCA 2ND CENTURY A.D.,30 1⁄2 in. (77.5 cm.) high x 23 in. (58.5 cm.) wide x 15 1⁄2 in. (39.5 cm.) deep,40000,60000,32500
75,Antiquities,19876,8 December 2021,London,GBP,6407750,152,92,A ROMAN MARBLE MALE PORTRAIT HEAD,"LATE REPUBLICAN, CIRCA 1ST CENTURY B.C.",11 in. (28 cm.) high,8000,12000,22500
76,Antiquities,19876,8 December 2021,London,GBP,6407750,152,94,A ROMAN MARBLE MALE PORTRAIT HEAD,"TRAJANIC PERIOD, CIRCA LATE 1ST-EARLY 2ND CENTURY A.D.",11 in. (27.7 cm) high,20000,30000,35000
77,Antiquities,19876,8 December 2021,London,GBP,6407750,152,95,A ROMAN MARBLE MALE PORTRAIT HEAD,CIRCA LATE 2ND CENTURY A.D.,11 1⁄2 in. (29 cm.) high,20000,30000,25000
78,Antiquities,19876,8 December 2021,London,GBP,6407750,152,97,A ROMAN MARBLE FRAGMENT FROM A LARGE VESSEL,CIRCA 1ST-2ND CENTURY A.D.,24 in. (61 cm.) high,10000,15000,12500
79,Antiquities,19876,8 December 2021,London,GBP,6407750,152,98,A ROMAN MARBLE FEMALE HEAD,CIRCA 3RD CENTURY A.D.,7 1⁄16 in. (18 cm.) high,4000,6000,6000
80,Antiquities,19876,8 December 2021,London,GBP,6407750,152,100,A ROMAN MARBLE TORSO OF VENUS,CIRCA 1ST-2ND CENTURY A.D.,25 1⁄2 in. (65 cm.) high,30000,50000,27500
81,Antiquities,19876,8 December 2021,London,GBP,6407750,152,101,A ROMAN MARBLE DRAPED FEMALE FIGURE,CIRCA 1ST-2ND CENTURY A.D.,41 in. (104 cm.) high,20000,30000,37500
82,Antiquities,19876,8 December 2021,London,GBP,6407750,152,102,A ROMAN MARBLE DRAPED MALE FIGURE,CIRCA 1ST-2ND CENTURY A.D.,47 in. (119.5 cm.) high,40000,60000,52500
83,Antiquities,19876,8 December 2021,London,GBP,6407750,152,103,A ROMAN MARBLE SARCOPHAGUS FRAGMENT WITH CUPID,CIRCA 2ND-3RD CENTURY A.D.,14 in. (36 cm.) high,4000,6000,3250
84,Antiquities,19876,8 December 2021,London,GBP,6407750,152,104,A ROMAN MARBLE THEATRE MASK,CIRCA 2ND-3RD CENTURY A.D.,8 1⁄4 in. (21 cm.) wide,4000,6000,5000
85,Antiquities,19876,8 December 2021,London,GBP,6407750,152,105,A ROMAN MARBLE DRAPED FRAGMENT,CIRCA 1ST-2ND CENTURY A.D.,9 3⁄4 in. (25 cm.) wide,2000,3000,750
86,Antiquities,19876,8 December 2021,London,GBP,6407750,152,106,A ROMAN MARBLE ALTAR FRAGMENT,CIRCA 1ST-2ND CENTURY A.D.,22 in. (56 cm.) high,3000,5000,2000
87,Antiquities,19876,8 December 2021,London,GBP,6407750,152,108,A ROMAN MARBLE MOSAIC PANEL,CIRCA 4TH CENTURY A.D.,32 1⁄4 in. (82 cm.) wide,6000,8000,12500
88,Antiquities,19876,8 December 2021,London,GBP,6407750,152,109,A ROMAN MARBLE MOSAIC PANEL,CIRCA 4TH CENTURY A.D.,26 1⁄2 in. (67.4 cm.) wide,3000,5000,8750
89,Antiquities,19876,8 December 2021,London,GBP,6407750,152,110,A ROMAN MARBLE MOSAIC PANEL,CIRCA LATE 4TH CENTURY A.D.,37 1⁄2 in. (95.4 cm.) wide,4000,6000,21250
90,Antiquities,19876,8 December 2021,London,GBP,6407750,152,112,A LATE ROMAN LIMESTONE BUST,CIRCA 3RD-4TH CENTURY A.D.,15 in. (38 cm.) high,8000,12000,18750
91,Antiquities,19876,8 December 2021,London,GBP,6407750,152,113,TWO BYZANTINE BRONZE POLYCANDELA DISKS,CIRCA 5TH-7TH CENTURY A.D.,12 3⁄4 in. (32.4 cm.) diam. max.,2500,3500,4375
92,Antiquities,19876,8 December 2021,London,GBP,6407750,152,114,A BYZANTINE BRONZE POLYCANDELON AND A POLYCANDELON DISK,CIRCA 5TH-7TH CENTURY A.D.,11 5⁄16 in. (28.7 cm.) diam. max.,2500,3500,4000
93,Antiquities,19876,8 December 2021,London,GBP,6407750,152,115,THREE ROMAN MOULD-BLOWN GLASS VESSELS,CIRCA 1ST-2ND CENTURY A.D.,3 5⁄16 in. (8.4 cm.) high max.,3500,4500,8750
94,Antiquities,19876,8 December 2021,London,GBP,6407750,152,116,A ROMAN GREEN GLASS CYLINDRICAL FLASK WITH BRONZE HANDLE,CIRCA LATE 1ST-2ND CENTURY A.D.,8 1⁄4 in. (21 cm.) high,3000,5000,4750
95,Antiquities,19876,8 December 2021,London,GBP,6407750,152,117,A GREEK GREEN GLASS BOWL,"HELLENISTIC PERIOD, CIRCA 2ND-1ST CENTURY B.C.",6 1⁄4 in. (16 cm.) diameter.,800,1200,1375
96,Antiquities,19876,8 December 2021,London,GBP,6407750,152,118,A ROMAN PALE BLUE GLASS PILLAR-MOULDED BOWL,CIRCA 1ST CENTURY B.C./A.D.,5 1⁄8 in. (13 cm.) diam.,4000,6000,10625
97,Antiquities,19876,8 December 2021,London,GBP,6407750,152,119,A ROMAN CLEAR GLASS BEAKER,CIRCA 1ST-2ND CENTURY A.D.,4 in. (10 cm.) high,1500,2500,2500
98,Antiquities,19876,8 December 2021,London,GBP,6407750,152,120,FOUR ROMAN GLASS VESSELS,CIRCA 2ND-5TH CENTURY A.D.,6 7⁄8 in. (17.6 cm.) high max.,1000,1500,5250
99,Antiquities,19876,8 December 2021,London,GBP,6407750,152,121,A ROMAN PALE GREEN GLASS SPRINKLER FLASK,"EASTERN MEDITERRANEAN, CIRCA 3RD-4TH CENTURY A.D.",5 in. (12.6 cm.) high,1500,2500,2750
100,Antiquities,19876,8 December 2021,London,GBP,6407750,152,122,A ROMAN PALE GREEN GLASS OVAL DISH,CIRCA 2ND-4TH CENTURY A.D.,9 13⁄16 in. (25 cm.) diameter,1000,1500,3250
101,Antiquities,19876,8 December 2021,London,GBP,6407750,152,123,TWO ROMAN GLASS JUGS,CIRCA 2ND CENTURY A.D.,10 5⁄8 in. (27 cm.) high. max.,3000,5000,5250
102,Antiquities,19876,8 December 2021,London,GBP,6407750,152,124,TWO ROMAN GLASS VESSELS,CIRCA LATE 1ST-4TH CENTURY A.D.,8 1⁄8 in. (20.7 cm.) high max.,1500,2500,5000
103,Antiquities,19876,8 December 2021,London,GBP,6407750,152,125,FOUR ROMAN GLASS VESSELS,CIRCA 1ST- 4TH CENTURY A.D.,11 5⁄8 in. (29.5 cm.) high. max.,5000,8000,5250
104,Antiquities,19876,8 December 2021,London,GBP,6407750,152,126,A ROMAN TRANSLUCENT GREEN GLASS FLASK,CIRCA 1ST-2ND CENTURY A.D.,7 1⁄2 in. (19 cm.) high,1500,2500,3750
105,Antiquities,19876,8 December 2021,London,GBP,6407750,152,127,A ROMAN CLEAR GLASS FLASK,CIRCA 3RD-4TH CENTURY A.D.,11 1⁄2 in. (29.1 cm.) high,4000,6000,4000
106,Antiquities,19876,8 December 2021,London,GBP,6407750,152,128,TWO ROMAN GLASS VESSELS AND AN OPENWORK JUG HANDLE,CIRCA 3RD-5TH CENTURY A.D.,7 1⁄2 in. (19cm.) high. max.,4000,6000,4000
107,Antiquities,19876,8 December 2021,London,GBP,6407750,152,129,A ROMAN GREEN GLASS QUADRUPLE BALSAMARIUM,"EASTERN MEDITERRANEAN, CIRCA 4TH CENTURY A.D.",9 1⁄8 in. (23.4 cm.) high,4000,6000,2750
108,Antiquities,19876,8 December 2021,London,GBP,6407750,152,130,A ROMAN AMBER GLASS AMPHORISKOS,CIRCA 3RD CENTURY A.D.,8 7⁄8 in. (22.6 cm.) high,4000,6000,10625
109,Antiquities,19876,8 December 2021,London,GBP,6407750,152,131,A ROMAN FACET-CUT GREEN GLASS JUG,CIRCA 4TH CENTURY A.D.,9 3⁄8 in. (23.8 cm.) high,10000,15000,8750
110,Antiquities,19876,8 December 2021,London,GBP,6407750,152,132,A MIGRATION PERIOD GLASS JUG,CIRCA 5TH-EARLY 7TH CENTURY A.D.,8 1⁄4 in. (21 cm.) high,2000,3000,1875
111,Antiquities,19876,8 December 2021,London,GBP,6407750,152,133,A MEROVINGIAN GLASS BELL-BEAKER,CIRCA MID 6TH-EARLY 7TH CENTURY A.D.,5 1⁄8 in. (13.1 cm.) high,5000,7000,4375
112,Antiquities,19876,8 December 2021,London,GBP,6407750,152,134,A MEROVINGIAN GLASS BOTTLE,CIRCA 6TH-7TH CENTURY A.D.,8 3⁄16 in. (20.8 cm.) high,2000,3000,2125
113,Antiquities,19876,8 December 2021,London,GBP,6407750,152,135,TWO MEROVINGIAN GLASS BELL-BEAKERS,CIRCA MID 6TH CENTURY A.D.,4 1⁄2 in. (11.4 cm.) high max.,4000,6000,5625
114,Antiquities,19876,8 December 2021,London,GBP,6407750,152,136,AN EGYPTIAN POLYCHROME WOOD MUMMY MASK,"NEW KINGDOM, 18TH DYNASTY, CIRCA 1550-1292 B.C.",9 in. (23 cm.) wide,150000,250000,225000
115,Antiquities,19876,8 December 2021,London,GBP,6407750,152,137,AN EGYPTIAN GREEN FAIENCE SHABTI FOR PAKHAAS,"LATE PERIOD, 30TH DYNASTY, CIRCA 380-342 B.C.",7 7⁄8 in. (20 cm.) high,5000,8000,5000
116,Antiquities,19876,8 December 2021,London,GBP,6407750,152,138,AN EGYPTIAN BLUE AND YELLOW GLASS HYBRID AMULET,"PTOLEMAIC-ROMAN PERIOD, CIRCA 1ST CENTURY B.C.-1ST CENTURY A.D",2 3⁄16 in. (5.5 cm.) high,2000,3000,1375
117,Antiquities,19876,8 December 2021,London,GBP,6407750,152,140,AN EGYPTIAN GOLD-INLAID BRONZE ISIS AND HORUS,"PTOLEMAIC PERIOD, CIRCA 332-32 B.C.",13 in. (33 cm.) high,250000,350000,287500
118,Antiquities,19876,8 December 2021,London,GBP,6407750,152,141,A VINCA TERRACOTTA SEATED FEMALE FIGURE,"NEOLITHIC PERIOD, CIRCA 5TH MILLENNIUM B.C.",6 7⁄8 in. (17.5 cm.) high,15000,25000,52500
119,Antiquities,19876,8 December 2021,London,GBP,6407750,152,142,A VINCA TERRACOTTA STANDING MALE FIGURE,"NEOLITHIC PERIOD, CIRCA 5TH MILLENNIUM B.C.",6 1⁄2 in. (16.6 cm.) high,7000,9000,15000
